管轄分団,出火日時,注意報１,注意報２,注意報３,注意報４,注意報５,警報１,警報２,警報３,警報４,警報５,建物番号,火元区分,焼損程度,構造,焼損　床面積（㎡）,焼損　表面積（㎡）,火災種別,出火原因,天気,気温,相対湿度,火災警報,風位,風速,積雪量
第２方面隊明治分団,7月28日,強風,雷,波浪,注意報,,,,,,,1,火元,ぼや,木造建築物,1,,建物火災,こんろ,雨,25,86,発令無,南南東,2,
第１方面隊東大分分団,7月28日,,,,,,,,,,,1,火元,ぼや,耐火建築物,0,0,建物火災,こんろ,晴,26,81,発令無,北東,1,
第２方面隊松岡分団,6月5日,乾燥,,,,,,,,,,1,火元,全焼,木造建築物,61,0,建物火災,たき火,晴,26,22,発令無,北西,0,
第１方面隊中島分団,5月21日,乾燥,注意報,,,,,,,,,1,火元,ぼや,耐火建築物,0,0,建物火災,たばこ,晴,21,78,発令無,西北西,2,
第１方面隊滝尾分団,8月16日,雷,注意報,,,,,,,,,1,火元,ぼや,耐火建築物,0,0,建物火災,こんろ,曇,29,70,発令無,南東,3,
第３方面隊戸次分団,10月7日,波浪,,,,,,,,,,1,火元,部分焼,木造建築物,,3,建物火災,配線器具,晴,23,87,発令無,西北西,1,
第１方面隊中島分団,6月17日,乾燥,,,,,,,,,,1,火元,ぼや,耐火建築物,0,0,建物火災,こんろ,晴,27,48,発令無,北北西,3,
第２方面隊松岡分団,6月5日,乾燥,,,,,,,,,,2,類焼,ぼや,木造建築物,0,0,建物火災,たき火,晴,26,22,発令無,北西,0,
第１方面隊滝尾分団,8月16日,雷,注意報,,,,,,,,,2,類焼,,木造建築物,,,建物火災,こんろ,曇,29,70,発令無,南東,3,
第７方面隊佐賀関上浦分団,8月26日,,,,,,,,,,,,,,,,,その他の火災,火あそび,晴,32,45,発令無,西北西,1,
第１方面隊桃園分団,8月5日,,,,,,,,,,,,,,,,,車両火災,不明・調査中,快晴,28,71,発令無,無風状態,0,
第２方面隊松岡分団,8月11日,乾燥,,,,,,,,,,,,,,,,その他の火災,たき火,晴,34,31,発令無,東北東,3,
第２方面隊別保分団,10月13日,濃霧,,,,,,,,,,1,火元,半焼,木造建築物,31,,建物火災,配線器具,快晴,18,78,発令無,北西,1,
第１方面隊春日分団,8月1日,,,,,,,,,,,1,火元,ぼや,耐火建築物,,0,建物火災,こんろ,晴,30,63,発令無,東北東,1,
第１方面隊東大分分団,8月17日,,,,,,,,,,,1,火元,部分焼,防火構造建築物,15,,建物火災,配線器具,晴,30,67,発令無,北西,2,
第６方面隊丹生分団,6月6日,乾燥,,,,,,,,,,1,火元,全焼,その他の建築物,11,,建物火災,溶接機・切断機,曇,23,70,発令無,北西,2,
第６方面隊丹生分団,6月6日,乾燥,,,,,,,,,,2,類焼,全焼,その他の建築物,11,,建物火災,溶接機・切断機,曇,23,70,発令無,北西,2,
第６方面隊丹生分団,6月6日,乾燥,,,,,,,,,,3,類焼,全焼,その他の建築物,11,,建物火災,溶接機・切断機,曇,23,70,発令無,北西,2,
第６方面隊丹生分団,6月6日,乾燥,,,,,,,,,,4,類焼,全焼,その他の建築物,11,,建物火災,溶接機・切断機,曇,23,70,発令無,北西,2,
第２方面隊松岡分団,8月11日,乾燥,,,,,,,,,,,,,,,,その他の火災,焼却炉,晴,34,33,発令無,東北東,4,
第３方面隊戸次分団,6月17日,乾燥,,,,,,,,,,,,,,,,林野火災,たばこ,晴,24,65,発令無,西北西,5,
第２方面隊三佐分団,5月30日,強風,波浪,注意報,,,,,,,,,,,,,,車両火災,その他,快晴,22,54,発令無,北北東,7,
第４方面隊稙田東部分団,8月27日,,,,,,,,,,,,,,,,,その他の火災,たき火,晴,29,54,発令無,西北西,1,
第８方面隊野津原西部分団,8月5日,雷,,,,,,,,,,,,,,,,林野火災,たき火,晴,31,56,発令無,北東,3,
第１方面隊滝尾分団,7月31日,,,,,,,,,,,,,,,,,その他の火災,たき火,晴,33,47,発令無,北西,1,
第１方面隊東大分分団,6月18日,,,,,,,,,,,1,火元,ぼや,木造建築物,,,建物火災,こんろ,晴,26,59,発令無,北北西,1,
第１方面隊春日分団,8月2日,,,,,,,,,,,1,火元,ぼや,耐火建築物,0,0,建物火災,たばこ,晴,27,70,発令無,南西,1,
第４方面隊稙田西部分団,8月6日,雷,波浪,注意報,,,,,,,,1,火元,全焼,その他の建築物,87,,建物火災,配線器具,晴,30,73,発令無,北西,1,0
,8月21日,,,,,,,,,,,1,火元,ぼや,その他の建築物,0,0,建物火災,溶接機・切断機,雨,27,68,発令無,東南東,2,
第１方面隊中島分団,5月31日,,,,,,,,,,,1,火元,部分焼,耐火建築物,,2,建物火災,不明・調査中,曇,19,70,発令無,無風状態,0,
第６方面隊小佐井分団,8月31日,,,,,,,,,,,1,火元,部分焼,準耐火建築物（木造）,,3,建物火災,不明・調査中,晴,26,66,発令無,西北西,1,
第４方面隊稙田西部分団,8月6日,雷,波浪,注意報,,,,,,,,2,類焼,部分焼,木造建築物,15,,建物火災,配線器具,晴,30,73,発令無,北西,1,0
第５方面隊大在西分団,10月13日,,,,,,,,,,,,,,,,,その他の火災,たばこ,快晴,21,54,発令無,北,1,
第３方面隊吉野分団,8月16日,洪水,大雨,雷,注意報,,,,,,,,,,,,,その他の火災,その他,雷雨,28,92,発令無,北北東,1,
第４方面隊稙田東部分団,8月3日,,,,,,,,,,,,,,,,,その他の火災,マッチ・ライター,晴,30,57,発令無,西北西,1,
第８方面隊野津原西部分団,6月6日,強風,波浪,,,,,,,,,,,,,,,その他の火災,電灯・電話等の配線,雨,22,77,発令無,南,3,
第１方面隊日岡分団,9月8日,波浪,,,,,,,,,,1,火元,部分焼,防火構造建築物,4,0,建物火災,たき火,晴,28,47,発令無,北西,2,0
第１方面隊春日分団,6月2日,強風,濃霧,,,,,,,,,1,火元,ぼや,準耐火建築物（非木造）,0,0,建物火災,電気機器,曇,19,87,発令無,南南東,2,
第１方面隊滝尾分団,6月1日,,,,,,,,,,,1,火元,ぼや,耐火建築物,,0,建物火災,,晴,24,72,発令無,南南西,1,0
第２方面隊別保分団,8月18日,,,,,,,,,,,1,火元,半焼,準耐火建築物（非木造）,10,,建物火災,その他,晴,28,77,発令無,南南西,1,
第２方面隊明治分団,8月16日,雷,,,,,,,,,,1,火元,ぼや,耐火建築物,0,,建物火災,たばこ,曇,29,70,発令無,南東,3,
第２方面隊別保分団,6月23日,強風,雷,波浪,,,,,,,,1,火元,部分焼,耐火建築物,,2,建物火災,たばこ,雨,21,81,発令無,西北西,2,
第１方面隊中島分団,8月26日,,,,,,,,,,,1,火元,部分焼,耐火建築物,30,,建物火災,こんろ,曇,30,52,発令無,東,9,
第６方面隊丹生分団,8月6日,,,,,,,,,,,1,火元,部分焼,木造建築物,3,,建物火災,たばこ,晴,31,55,発令無,無風状態,,
第１方面隊滝尾分団,10月19日,雷,,,,,,,,,,,,,,,,その他の火災,その他,晴,18,71,発令無,南西,2,
第１方面隊南大分分団,8月5日,,,,,,,,,,,,,,,,,その他の火災,,晴,31,63,発令中,南東,3,
第６方面隊小佐井分団,8月7日,,,,,,,,,,,1,火元,部分焼,耐火建築物,2,,建物火災,その他,晴,30,64,発令無,北西,1,
第１方面隊南大分分団,6月4日,,,,,,,,,,,1,火元,部分焼,耐火建築物,,6,建物火災,こんろ,晴,24,63,発令無,東,1,
第３方面隊竹中分団,9月3日,洪水,大雨,雷,波浪,,,,,,,1,火元,全焼,木造建築物,88,,建物火災,その他,雨,25,83,発令無,南,4,
第１方面隊桃園分団,6月27日,,,,,,,,,,,1,火元,ぼや,木造建築物,,0,建物火災,こんろ,晴,27,56,発令無,南東,3,
第３方面隊竹中分団,10月23日,雷,,,,,,,,,,1,火元,全焼,その他の建築物,72,,建物火災,その他,雨,18,98,発令無,南南東,1,
第６方面隊坂ノ市分団,6月7日,強風,雷,波浪,,,,,,,,1,火元,ぼや,木造建築物,,0,建物火災,火あそび,曇,21,95,発令無,南南東,2,
第２方面隊別保分団,8月6日,,,,,,,,,,,1,火元,部分焼,防火構造建築物,3,,建物火災,こんろ,曇,27,68,発令無,南南東,2,
第１方面隊南大分分団,9月12日,,,,,,,,,,,1,火元,ぼや,耐火建築物,,0,建物火災,放火,晴,20,71,発令無,無風状態,0,
第２方面隊鶴崎分団,8月21日,波浪,,,,,,,,,,,,,,,,車両火災,内燃機関,晴,29,81,発令無,無風状態,0,
第１方面隊中島分団,8月22日,波浪,注意報,,,,,,,,,,,,,,,その他の火災,放火の疑い,晴,27,81,発令無,無風状態,0,
第７方面隊佐賀関上浦分団,6月29日,強風,雷,波浪,注意報,,,,,,,1,火元,ぼや,木造建築物,1,,建物火災,たばこ,曇,25,75,発令無,南南東,2,
第７方面隊本神崎分団,9月17日,,,,,,,,,,,1,火元,全焼,木造建築物,30,,建物火災,放火,曇,24,58,発令無,西,1,
第２方面隊川添分団,6月12日,乾燥,,,,,,,,,,1,火元,ぼや,木造建築物,0,0,建物火災,電気機器,曇,23,35,発令無,北北西,2,0
第５方面隊大在東分団,6月15日,,,,,,,,,,,1,火元,ぼや,耐火建築物,,,建物火災,たばこ,晴,15,84,発令無,北北西,0,
第１方面隊南大分分団,8月7日,,,,,,,,,,,1,火元,ぼや,木造建築物,0,0,建物火災,放火の疑い,晴,30,48,発令無,東南東,3,
第１方面隊日岡分団,8月22日,波浪,,,,,,,,,,1,火元,全焼,木造建築物,196,,建物火災,不明・調査中,晴,33,62,発令無,北,1,
第４方面隊東稙田分団,9月1日,洪水,大雨,雷,注意報,,,,,,,1,火元,ぼや,準耐火建築物（非木造）,,,建物火災,その他,曇,24,98,発令無,南東,1,
第７方面隊佐賀関上浦分団,10月27日,強風,波浪,注意報,,,,,,,,1,火元,ぼや,その他の建築物,0,0,建物火災,不明・調査中,晴,19,41,発令無,西北西,5,
第７方面隊本神崎分団,9月17日,,,,,,,,,,,2,類焼,部分焼,木造建築物,10,,建物火災,放火,曇,24,58,発令無,西,1,
第１方面隊日岡分団,8月22日,波浪,,,,,,,,,,2,類焼,全焼,木造建築物,124,,建物火災,不明・調査中,晴,33,62,発令無,北,1,
第１方面隊日岡分団,8月22日,波浪,,,,,,,,,,3,類焼,部分焼,準耐火建築物（非木造）,,4,建物火災,不明・調査中,晴,33,62,発令無,北,1,
第２方面隊松岡分団,8月10日,,,,,,,,,,,,,,,,,その他の火災,不明・調査中,快晴,33,55,発令無,北西,2,
第６方面隊丹生分団,9月3日,洪水,大雨,雷,,,,,,,,,,,,,,その他の火災,その他,雷雨,25,78,発令無,南南東,2,
第４方面隊東稙田分団,6月17日,乾燥,注意報,,,,,,,,,1,火元,ぼや,木造建築物,0,0,建物火災,マッチ・ライター,晴,22,71,発令無,南,1,
第４方面隊稙田東部分団,10月28日,乾燥,波浪,,,,,,,,,1,火元,半焼,木造建築物,5,,建物火災,その他,晴,15,59,発令無,西南西,3,
第４方面隊東稙田分団,9月11日,波浪,,,,,,,,,,1,火元,全焼,木造建築物,182,,建物火災,灯火,晴,24,61,発令無,南西,1,
第３方面隊判田分団,7月4日,,,,,,,,,,,1,火元,半焼,木造建築物,85,,建物火災,風呂かまど,晴,20,79,発令無,南南西,1,
第４方面隊東稙田分団,9月11日,波浪,,,,,,,,,,2,類焼,部分焼,その他の建築物,,6,建物火災,灯火,晴,24,61,発令無,南西,1,
第４方面隊稙田東部分団,10月28日,乾燥,波浪,,,,,,,,,2,類焼,ぼや,木造建築物,0,0,建物火災,その他,晴,15,59,発令無,西南西,3,
第１方面隊八幡分団,8月10日,雷,,,,,,,,,,,,,,,,その他の火災,排気管,晴,33,57,発令無,北西,2,
第２方面隊松岡分団,8月11日,強風,雷,波浪,注意報,,,,,,,,,,,,,その他の火災,溶接機・切断機,曇,25,62,発令無,風向不明,0,
第１方面隊春日分団,9月3日,,,,,,,,,,,,,,,,,その他の火災,放火,曇,24,78,発令無,南,1,
第４方面隊東稙田分団,8月22日,,,,,,,,,,,,,,,,,その他の火災,不明・調査中,晴,30,71,発令無,南南西,4,0
第４方面隊東稙田分団,6月19日,強風,洪水,大雨,雷,波浪,,,,,,,,,,,,その他の火災,放火の疑い,雨,19,91,発令無,北西,1,
第２方面隊三佐分団,9月18日,,,,,,,,,,,,,,,,,車両火災,その他,曇,24,57,発令無,北東,4,
第１方面隊中島分団,8月13日,,,,,,,,,,,1,火元,全焼,準耐火建築物（非木造）,101,,建物火災,灯火,晴,26,77,発令無,無風状態,0,
第５方面隊大在西分団,9月24日,強風,雷,波浪,注意報,,,,,,,1,火元,全焼,木造建築物,9,,建物火災,その他,雨,24,75,発令無,南南東,3,
第２方面隊三佐分団,8月23日,波浪,注意報,,,,,,,,,1,火元,部分焼,耐火建築物,2,,建物火災,たばこ,晴,31,56,発令無,北東,1,
第１方面隊中島分団,7月5日,,,,,,,,,,,1,火元,部分焼,耐火建築物,30,,建物火災,電気機器,雨,21,82,発令無,南南西,1,
第１方面隊桃園分団,6月19日,強風,洪水,大雨,雷,波浪,,,,,,1,火元,ぼや,耐火建築物,,0,建物火災,不明・調査中,雨,20,90,発令無,西北西,1,0
第１方面隊中島分団,8月13日,,,,,,,,,,,2,類焼,部分焼,耐火建築物,,18,建物火災,灯火,晴,26,77,発令無,無風状態,0,
第８方面隊野津原東部分団,8月11日,雷,注意報,,,,,,,,,,,,,,,林野火災,放火の疑い,晴,26,75,発令無,南南東,1,
第７方面隊佐賀関上浦分団,9月12日,,,,,,,,,,,,,,,,,その他の火災,放火,晴,23,67,発令無,北北西,2,
第１方面隊大道分団,9月4日,雷,注意報,,,,,,,,,,,,,,,その他の火災,放火,曇,23,78,発令無,南,1,
第８方面隊野津原西部分団,10月29日,乾燥,波浪,,,,,,,,,,,,,,,その他の火災,たき火,晴,23,28,発令無,西北西,4,
第８方面隊野津原中部分団,6月18日,乾燥,注意報,,,,,,,,,,,,,,,その他の火災,たき火,晴,25,71,発令無,東北東,3,
第４方面隊稙田西部分団,8月11日,雷,,,,,,,,,,1,火元,全焼,その他の建築物,10,,建物火災,配線器具,晴,35,51,発令無,北東,3,
第１方面隊大道分団,11月1日,乾燥,霜,,,,,,,,,1,火元,ぼや,耐火建築物,,,建物火災,こんろ,晴,17,43,発令無,北西,2,
第１方面隊大道分団,6月23日,雷,波浪,注意報,,,,,,,,1,火元,部分焼,耐火建築物,30,,建物火災,不明・調査中,晴,32,47,発令無,南,3,0
第１方面隊東大分分団,10月1日,,,,,,,,,,,1,火元,ぼや,木造建築物,,1,建物火災,放火の疑い,曇,22,89,発令無,南,1,
第１方面隊東大分分団,9月14日,,,,,,,,,,,1,火元,ぼや,耐火建築物,,,建物火災,こんろ,曇,22,64,発令無,北西,1,
第６方面隊坂ノ市分団,7月6日,,,,,,,,,,,1,火元,部分焼,準耐火建築物（非木造）,,2,建物火災,電灯・電話等の配線,晴,23,83,発令無,西北西,1,
第１方面隊日岡分団,8月15日,,,,,,,,,,,1,火元,全焼,耐火建築物,41,,建物火災,不明・調査中,晴,31,53,発令無,南,1,
第４方面隊稙田東部分団,8月30日,強風,波浪,注意報,,,,,,,,,,,,,,その他の火災,不明・調査中,晴,29,38,発令無,西,3,
第２方面隊三佐分団,6月18日,乾燥,,,,,,,,,,,,,,,,その他の火災,不明・調査中,晴,26,67,発令無,北西,1,
第８方面隊野津原中部分団,9月5日,雷,注意報,,,,,,,,,,,,,,,その他の火災,たき火,曇,28,69,発令無,北北東,3,
,6月19日,乾燥,,,,,,,,,,1,火元,ぼや,その他の建築物,0,0,建物火災,電気装置,晴,28,68,発令無,北西,1,
第２方面隊明治分団,9月20日,波浪,,,,,,,,,,1,火元,ぼや,耐火建築物,,,建物火災,放火,晴,23,72,発令無,西,1,
第６方面隊小佐井分団,6月27日,雷,注意報,,,,,,,,,1,火元,ぼや,その他の建築物,0,0,建物火災,その他,曇,26,81,発令無,東北東,2,
第４方面隊稙田西部分団,7月9日,波浪,,,,,,,,,,1,火元,全焼,その他の建築物,10,,建物火災,たき火,晴,31,56,発令無,南南東,3,
第４方面隊稙田西部分団,7月9日,波浪,,,,,,,,,,2,類焼,ぼや,その他の建築物,,1,建物火災,たき火,晴,31,56,発令無,南南東,3,
第１方面隊八幡分団,8月11日,雷,,,,,,,,,,,,,,,,その他の火災,不明・調査中,晴,33,51,発令無,西,1,
第１方面隊滝尾分団,8月31日,乾燥,,,,,,,,,,,,,,,,その他の火災,たばこ,晴,25,67,発令無,南南西,1,
第４方面隊稙田東部分団,8月15日,,,,,,,,,,,,,,,,,その他の火災,たき火,晴,33,46,発令無,北東,2,
第７方面隊佐賀関下浦分団,11月2日,乾燥,霜,注意報,,,,,,,,,,,,,,林野火災,たばこ,晴,17,47,発令無,北西,1,
第１方面隊中島分団,10月2日,雷,,,,,,,,,,,,,,,,その他の火災,放火,曇,23,79,発令無,南南西,1,
,9月7日,,,,,,,,,,,,,,,,,その他の火災,その他,曇,28,67,発令無,北西,2,0
第７方面隊佐賀関上浦分団,10月4日,強風,波浪,,,,,,,,,1,火元,部分焼,耐火建築物,,2,建物火災,その他,曇,23,52,発令無,北北東,2,
第１方面隊東大分分団,7月2日,雷,,,,,,,,,,1,火元,半焼,木造建築物,34,,建物火災,こんろ,晴,28,83,発令無,西北西,2,
第１方面隊中島分団,8月16日,,,,,,,,,,,1,火元,ぼや,耐火建築物,,0,建物火災,こんろ,晴,30,62,発令無,北西,3,
第６方面隊丹生分団,9月1日,乾燥,,,,,,,,,,1,類焼,部分焼,木造建築物,3,,建物火災,たき火,晴,30,42,発令無,北,0,0
第１方面隊東大分分団,7月2日,雷,,,,,,,,,,2,類焼,ぼや,木造建築物,,,建物火災,こんろ,晴,28,83,発令無,西北西,2,
第８方面隊野津原東部分団,6月29日,,,,,,,,,,,,,,,,,車両火災,排気管,晴,28,66,発令無,西北西,1,
第１方面隊春日分団,9月8日,雷,注意報,,,,,,,,,,,,,,,その他の火災,放火,曇,25,76,発令無,南東,3,0
第１方面隊東大分分団,7月11日,洪水,大雨,雷,注意報,,,,,,,,,,,,,車両火災,衝突の火花,曇,24,84,発令無,無風状態,0,
第１方面隊春日分団,8月12日,,,,,,,,,,,,,,,,,車両火災,その他,晴,27,61,発令無,南南西,1,
第２方面隊明治分団,9月21日,,,,,,,,,,,,,,,,,その他の火災,放火,曇,21,85,発令無,南南西,1,
第１方面隊八幡分団,11月4日,乾燥,霜,,,,,,,,,,,,,,,その他の火災,たき火,晴,18,62,発令無,無風状態,0,
第３方面隊判田分団,9月4日,強風,洪水,大雨,雷,波浪,,,,,,1,火元,ぼや,木造建築物,0,0,建物火災,ボイラー,晴,24,97,発令無,南東,2,
第２方面隊松岡分団,7月3日,雷,,,,,,,,,,1,火元,ぼや,木造建築物,0,,建物火災,配線器具,雨,29,80,発令無,無風状態,0,
第４方面隊東稙田分団,8月14日,雷,注意報,,,,,,,,,1,火元,ぼや,耐火建築物,0,,建物火災,不明・調査中,快晴,33,56,発令無,西北西,1,
第１方面隊大道分団,9月8日,,,,,,,,,,,1,火元,ぼや,耐火建築物,,0,建物火災,電気装置,曇,28,66,発令無,南東,4,
第１方面隊桃園分団,9月22日,,,,,,,,,,,1,火元,ぼや,耐火建築物,,1,建物火災,放火,曇,18,85,発令無,南,0,
第１方面隊春日分団,8月23日,乾燥,,,,,,,,,,1,火元,ぼや,木造建築物,0,0,建物火災,こんろ,晴,29,65,発令無,南南東,1,
